,security_id,quantity,open_datetime,open_average_price,close_datetime,close_average_price,dy
0,mkt_rf,97.12509712509711,1926-08-01,1.05678144,1926-09-01,1.060585853184,
1,mkt_rf,94.9765961067598,1926-09-01,1.060585853184,1926-10-01,1.0262228715408384,
2,mkt_rf,91.55866512826913,1926-10-01,1.0262228715408384,1926-11-01,1.0521863101908218,
3,mkt_rf,96.94093312012754,1926-11-01,1.0521863101908218,1926-12-01,1.0797535915178214,
4,mkt_rf,97.08869973159358,1926-12-01,1.0797535915178214,1927-01-01,1.0791057393629107,
5,mkt_rf,94.55166661215632,1927-01-01,1.0791057393629107,1927-02-01,1.1242123592682804,
6,mkt_rf,98.56069133554715,1927-02-01,1.1242123592682804,1927-03-01,1.1256738353353293,
7,mkt_rf,94.73428299313737,1927-03-01,1.1256738353353293,1927-04-01,1.1308519349778716,
8,mkt_rf,95.04706602009196,1927-04-01,1.1308519349778716,1927-05-01,1.192370280240668,
9,mkt_rf,99.78241189467037,1927-05-01,1.192370280240668,1927-06-01,1.1644688156830363,
10,mkt_rf,92.29939722808197,1927-06-01,1.1644688156830363,1927-07-01,1.2490092517016247,
11,mkt_rf,101.21188977969874,1927-07-01,1.2490092517016247,1927-08-01,1.2736147339601467,
12,mkt_rf,96.35513637643062,1927-08-01,1.2736147339601467,1927-09-01,1.3342387952966497,
13,mkt_rf,99.08011670729788,1927-09-01,1.3342387952966495,1927-10-01,1.276733103219364,
14,mkt_rf,90.30784161223879,1927-10-01,1.276733103219364,1927-11-01,1.3607421414111984,
15,mkt_rf,100.31767829205627,1927-11-01,1.3607421414111984,1927-12-01,1.3891816521666924,
16,mkt_rf,96.22093886836274,1927-12-01,1.3891816521666922,1928-01-01,1.3797352169319588,
17,mkt_rf,93.59678868079726,1928-01-01,1.3797352169319588,1928-02-01,1.3562797182441155,
18,mkt_rf,92.6464589830802,1928-02-01,1.3562797182441155,1928-03-01,1.4757679614214223,
19,mkt_rf,102.41083969264561,1928-03-01,1.4757679614214223,1928-04-01,1.5381929461895485,
20,mkt_rf,98.4509378909735,1928-04-01,1.5381929461895485,1928-05-01,1.5615734789716298,
21,mkt_rf,95.9519257046366,1928-05-01,1.5615734789716298,1928-06-01,1.4858371652415057,
22,mkt_rf,89.86162485060308,1928-06-01,1.4858371652415054,1928-07-01,1.495049355666003,
23,mkt_rf,94.99920707733499,1928-07-01,1.495049355666003,1928-08-01,1.5949186526244918,
24,mkt_rf,100.7597882942796,1928-08-01,1.5949186526244918,1928-09-01,1.6408523098200771,
25,mkt_rf,97.35237711686064,1928-09-01,1.6408523098200771,1928-10-01,1.6626756455406844,
26,mkt_rf,95.92190278678632,1928-10-01,1.6626756455406844,1928-11-01,1.8590376392790393,
27,mkt_rf,105.9912631168164,1928-11-01,1.8590376392790393,1928-12-01,1.865730174780444,
28,mkt_rf,23.794359831290514,1928-12-01,1.8657301747804438,1929-01-01,1.9526732009252126,
29,mkt_rf,23.986211696668363,1929-01-01,1.9526732009252126,1929-02-01,1.946034112042067,
30,mkt_rf,22.897834246971996,1929-02-01,1.946034112042067,1929-03-01,1.9287144084448926,
31,mkt_rf,22.925004804222915,1929-03-01,1.9287144084448924,1929-04-01,1.9562950244856545,
32,mkt_rf,23.21282643533211,1929-04-01,1.9562950244856545,1929-05-01,1.8312877724210213,
33,mkt_rf,22.514737983757,1929-05-01,1.8312877724210213,1929-06-01,2.0089226863458602,
34,mkt_rf,98.39048009722008,1929-06-01,2.0089226863458602,1929-07-01,2.0985206381568857,
35,mkt_rf,23.51967921708129,1929-07-01,2.0985206381568857,1929-08-01,2.2701796263581193,
36,mkt_rf,22.99646587296011,1929-08-01,2.2701796263581193,1929-09-01,2.14600080079633,
37,mkt_rf,20.943117961245044,1929-09-01,2.14600080079633,1929-10-01,1.7142254396761083,
38,mkt_rf,21.101557423023557,1929-10-01,1.7142254396761083,1929-11-01,1.4958331186613723,
39,mkt_rf,102.977948129242,1929-11-01,1.4958331186613723,1929-12-01,1.5157276991395687,
40,mkt_rf,119.3823824713405,1929-12-01,1.5157276991395687,1930-01-01,1.6007600230612986,
41,mkt_rf,124.51278881379258,1930-01-01,1.6007600230612986,1930-02-01,1.640779023637831,
42,mkt_rf,121.01149296510629,1930-02-01,1.640779023637831,1930-03-01,1.757274334316117,
43,mkt_rf,126.65180913721163,1930-03-01,1.757274334316117,1930-04-01,1.721074483029205,
44,mkt_rf,115.6466301894874,1930-04-01,1.721074483029205,1930-05-01,1.6925046466109204,
45,mkt_rf,116.15932473963805,1930-05-01,1.6925046466109204,1930-06-01,1.4171341406073235,
46,mkt_rf,99.22099657508869,1930-06-01,1.4171341406073235,1930-07-01,1.475520067200345,
47,mkt_rf,122.58903556777783,1930-07-01,1.475520067200345,1930-08-01,1.479946627401946,
48,mkt_rf,118.10598797471893,1930-08-01,1.479946627401946,1930-09-01,1.291253432408198,
49,mkt_rf,102.69421631858617,1930-09-01,1.291253432408198,1930-10-01,1.1778813810427582,
50,mkt_rf,108.68455533569366,1930-10-01,1.1778813810427582,1930-11-01,1.1420737870590583,
51,mkt_rf,115.84152266369891,1930-11-01,1.142073787059058,1930-12-01,1.052649409532334,
52,mkt_rf,110.40312637413174,1930-12-01,1.052649409532334,1931-01-01,1.1183347326871516,
53,mkt_rf,126.67121689992804,1931-01-01,1.1183347326871516,1931-02-01,1.2400095516035137,
54,mkt_rf,133.01301900481917,1931-02-01,1.2400095516035137,1931-03-01,1.1602769374354076,
55,mkt_rf,111.40849935419786,1931-03-01,1.1602769374354076,1931-04-01,1.044481299079354,
56,mkt_rf,107.94576793437503,1931-04-01,1.044481299079354,1931-05-01,0.9061919750812475,
57,mkt_rf,105.62107512039546,1931-05-01,0.9061919750812475,1931-06-01,1.032152659617541,
58,mkt_rf,136.42069680042042,1931-06-01,1.032152659617541,1931-07-01,0.9638241535508597,
59,mkt_rf,110.74129122424443,1931-07-01,0.9638241535508596,1931-08-01,0.9677758325804182,
60,mkt_rf,119.0461267048616,1931-08-01,0.9677758325804182,1931-09-01,0.6858627325497424,
