,datetime,nav,cash_position,margin_requirement
0,1970-06-30,99.60000000000001,99.60000000000001,99.99999999999997
0,1970-07-31,109.02906029974902,109.02906029974902,109.88093911105506
0,1970-08-31,104.32089150932757,104.32089150932757,105.2138984971192
0,1970-09-30,94.41135345376333,94.41135345376333,95.23450621794986
0,1970-10-30,99.79618186587007,99.79618186587007,100.55864809923791
0,1970-11-30,101.6574100266263,101.65741002662631,102.48593455950815
0,1970-12-31,99.93763967883613,99.93763967883615,100.77374685187422
0,1971-01-29,95.33624040330153,95.33624040330153,96.15637374845232
0,1971-02-26,96.2431012453379,96.24310124533793,97.03071897980271
0,1971-03-31,93.57590212847944,93.57590212847946,94.35702528955466
0,1971-04-30,94.86813454863241,94.86813454863243,95.64053093368108
0,1971-05-28,95.18940571545622,95.1894057154562,95.94355141463774
0,1971-06-30,97.42754720109761,97.4275472010976,98.2113591041799
0,1971-07-30,95.73919739607256,95.73919739607257,96.50453195704993
0,1971-08-31,95.38938011962175,95.38938011962175,96.17406936003775
0,1971-09-30,97.36537912564498,97.36537912564499,98.14237302264107
0,1971-10-29,94.51739658976645,94.51739658976646,95.28474691550889
0,1971-11-30,94.14138963649211,94.14138963649211,94.90235650664538
0,1971-12-31,94.66838098095158,94.66838098095158,95.46307471648221
0,1972-01-31,93.04465174681829,93.0446517468183,93.80943452230639
0,1972-02-29,98.37302397925382,98.37302397925382,99.15346245180233
0,1972-03-30,97.44741899361676,97.44741899361676,98.24561533029843
0,1972-04-28,96.55194039032003,96.55194039032006,97.33798533184631
0,1972-05-31,101.30085730942062,101.30085730942065,102.10195371637262
0,1972-06-30,103.4657444814408,103.46574448144081,104.28554725057191
0,1972-07-31,103.18275509837721,103.18275509837723,104.0224063192428
0,1972-08-31,97.53146898337847,97.5314689833785,98.351103976458
0,1972-09-29,97.40731131476515,97.40731131476517,98.192125214548
0,1972-10-31,96.19939675516169,96.1993967551617,96.98792519487274
0,1972-11-30,91.36825095181592,91.36825095181592,92.13603054789226
0,1972-12-29,95.06384086261399,95.063840862614,95.81717637721228
0,1973-01-31,97.29994728404489,97.29994728404488,98.06466955096306
0,1973-02-28,97.06848016177707,97.06848016177707,97.83834714709735
0,1973-03-30,95.32296591477531,95.32296591477532,96.09591052120847
0,1973-04-30,92.18975335178361,92.18975335178361,92.92635446554627
0,1973-05-31,93.40808545184174,93.40808545184173,94.15027122939037
0,1973-06-29,89.5443343701074,89.5443343701074,90.28410937821694
0,1973-07-31,88.6771019727752,88.6771019727752,89.41953133422645
0,1973-08-31,85.88132283943585,85.88132283943585,86.5749616603046
0,1973-09-28,80.6762077923571,80.6762077923571,81.36112185175153
0,1973-10-31,77.96316184263304,77.96316184263306,78.6012247405279
0,1973-11-30,76.02969239102342,76.02969239102345,76.6151202417185
0,1973-12-31,69.7954271399623,69.7954271399623,70.38361923034024
0,1974-01-31,68.10689875527902,68.10689875527902,68.6625952166122
0,1974-02-28,66.02919875434085,66.02919875434085,66.56961206690929
0,1974-03-29,67.26278424930823,67.26278424930823,67.79309131356673
0,1974-04-30,70.12843731372934,70.12843731372934,70.66727052228099
0,1974-05-31,77.65750543590069,77.65750543590069,78.24126778245062
0,1974-06-28,82.38027291188162,82.3802729118816,83.00733015133282
0,1974-07-31,74.28448367237236,74.28448367237236,74.88300279811602
0,1974-08-30,73.6625842211763,73.6625842211763,74.22881330102464
0,1974-09-30,64.78293878857906,64.78293878857906,65.30279826972391
0,1974-10-31,64.37188850159819,64.37188850159819,64.94890919869898
0,1974-11-29,61.7921627440437,61.792162744043694,62.293973080875
0,1974-12-31,60.47181191806606,60.47181191806607,60.95461737743513
0,1975-01-31,53.7429752673089,53.7429752673089,54.24161243760058
0,1975-02-28,60.19180976910274,60.191809769102726,60.66355627500192
0,1975-03-31,61.74807465113013,61.74807465113013,62.24659241935018
0,1975-04-30,61.599029161950824,61.59902916195082,62.1038600752708
0,1975-05-30,61.82352347760819,61.8235234776082,62.33552884497679
0,1975-06-30,57.21474744359238,57.21474744359239,57.7084969038096
0,1975-07-31,55.41810091325506,55.41810091325506,55.8533362755414
0,1975-08-29,55.682723555260296,55.682723555260296,56.120710771891105
0,1975-09-30,56.8519348237147,56.8519348237147,57.29268852697425
0,1975-10-31,58.5336166296474,58.5336166296474,59.015670082071985
0,1975-11-28,57.137048722762884,57.137048722762884,57.61365283127005
0,1975-12-31,53.77899561336673,53.77899561336673,54.22123060597433
0,1976-01-30,52.70069183658104,52.70069183658104,53.15384111533316
0,1976-02-27,50.61238554217243,50.61238554217244,51.02732220970992
0,1976-03-31,49.975157681380985,49.97515768138099,50.38796813284245
0,1976-04-30,48.434949450648205,48.43494945064821,48.825833454570045
0,1976-05-28,47.8464664766915,47.84646647669152,48.23083820308162
0,1976-06-30,46.366929690551814,46.366929690551814,46.757615249738876
0,1976-07-30,45.115213724009315,45.115213724009315,45.48527822567209
0,1976-08-31,45.58589561551315,45.58589561551315,45.9514012768326
0,1976-09-30,45.75543775858299,45.755437758582985,46.1255416951099
0,1976-10-29,43.68274418680448,43.68274418680447,44.04027897035102
0,1976-11-30,41.94823628190876,41.94823628190876,42.29373092414079
0,1976-12-31,39.163533887618456,39.16353388761845,39.50098867241812
0,1977-01-31,37.58658654074311,37.58658654074311,37.88641984655335
0,1977-02-28,37.59146384409513,37.59146384409513,37.89190753504115
0,1977-03-31,36.73710460810372,36.73710460810372,37.03478782410508
0,1977-04-29,34.550637264125925,34.550637264125925,34.83754576528765
0,1977-05-31,34.27021732946645,34.27021732946644,34.54607172382748
0,1977-06-30,34.391606760538934,34.39160676053893,34.67742544201849
0,1977-07-29,34.282426864111095,34.28242686411109,34.559622911462306
0,1977-08-31,35.60972127004344,35.60972127004343,35.89205064807835
0,1977-09-30,35.59932437970431,35.599324379704306,35.886097851590634
0,1977-10-31,35.54324090630905,35.543240906309045,35.82369629010465
0,1977-11-30,35.244889406066534,35.24488940606652,35.537437199913526
0,1977-12-30,35.203947274628206,35.2039472746282,35.4875064606467
0,1978-01-31,34.69102149126053,34.691021491260514,34.96512672923012
0,1978-02-28,34.03236250446572,34.03236250446571,34.30775582245761
0,1978-03-31,33.485122145683945,33.48512214568394,33.76390447338697
0,1978-04-28,33.77834583645123,33.77834583645122,34.06186467621042
0,1978-05-31,34.92237943775752,34.92237943775751,35.20355733590449
0,1978-06-30,34.94300212173369,34.943002121733684,35.22359673440141
0,1978-07-31,35.01422338400463,35.01422338400462,35.30392283393999
0,1978-08-31,35.03958708571564,35.03958708571564,35.32959806873092
0,1978-09-29,33.827296471703804,33.827296471703804,34.10220006367528
0,1978-10-31,33.424705794469425,33.42470579446942,33.68004193549902
0,1978-11-30,33.98980047664627,33.98980047664627,34.26491893925714
0,1978-12-29,33.9884044343728,33.98840443437279,34.26405188328076
0,1979-01-31,33.15424658985797,33.15424658985796,33.431319028942895
0,1979-02-28,32.44945161229874,32.44945161229873,32.70781207220565
0,1979-03-30,31.664675095308226,31.66467509530822,31.93144740868838
0,1979-04-30,31.11432305313116,31.11432305313115,31.367834150531532
0,1979-05-31,30.360795487811615,30.36079548781161,30.607694947853737
0,1979-06-29,28.4078606537742,28.407860653774197,28.651307470192783
0,1979-07-31,27.76717697692783,27.76717697692782,27.996177763307973
0,1979-08-31,28.905727936710726,28.905727936710715,29.141647828616428
0,1979-09-28,28.871048451446008,28.871048451446,29.101821361086593
0,1979-10-31,29.241937348449454,29.241937348449454,29.46578688795534
0,1979-11-30,29.099385651967008,29.099385651967005,29.341666278287374
0,1979-12-31,29.123383135826135,29.12338313582613,29.35989627465232
0,1980-01-31,27.60131470503876,27.601314705038753,27.830687539332
0,1980-02-29,28.055541486660992,28.05554148666099,28.272960135832996
0,1980-03-31,28.138830787499753,28.13883078749975,28.358325344005447
0,1980-04-30,26.725707570125937,26.725707570125934,26.953438826934367
0,1980-05-30,26.84890800101124,26.848908001011235,27.072949302011224
0,1980-06-30,25.69099268977832,25.690992689778312,25.906150218601375
0,1980-07-31,28.27719419702313,28.27719419702312,28.50187935991118
0,1980-08-29,28.37222507341866,28.37222507341865,28.60227836507638
0,1980-09-30,28.712458259619403,28.7124582596194,28.945321562814044
0,1980-10-31,29.009349433024738,29.00934943302473,29.240954324438956
0,1980-11-28,30.623303523725816,30.623303523725806,30.869097350090115
0,1980-12-31,28.4722205557623,28.472220555762284,28.715101949737626
