,datetime,nav,cash_position,margin_requirement
0,1926-08-01,100.0,-2.6399999999999864,51.31999999999999
0,1926-09-01,100.36950400000002,-0.361330214400013,50.36541710720002
0,1926-10-01,97.10582497145346,3.1462287290750766,46.97979812118919
0,1926-11-01,99.48300275638566,-2.516919969736591,50.999961363061125
0,1926-12-01,102.15540073181006,-2.6764714991734735,52.41593611549177
0,1927-01-01,102.09250160847145,0.061255500965046394,51.0156230537532
0,1927-02-01,106.35740769576522,-4.445739641683019,55.40157366872412
0,1927-03-01,106.5014517873039,-0.13845188732351232,53.31995183731371
0,1927-04-01,106.99199534420717,-0.492163178583354,53.74207926139526
0,1927-05-01,112.83913356784697,-6.138448866090911,59.48879121696894
0,1927-06-01,110.05505813889285,2.575288360450088,53.73988488922138
0,1927-07-01,117.85808942480776,-8.556497292241076,63.20729335852442
0,1927-08-01,120.34845678313364,-2.370864598627719,61.35966069088068
0,1927-09-01,126.18989648090553,-6.006639072491083,66.09826777669831
0,1927-10-01,120.49222579855412,5.1932149319176375,57.64950543331824
0,1927-11-01,128.07890071357883,-8.427591666953575,68.2532461902662
0,1927-12-01,130.931886404332,-2.736476425850526,66.83418141509127
0,1928-01-01,130.02294153708675,0.8841560024521584,64.5693927673173
0,1928-02-01,127.82758218299799,2.1730688971108805,62.82725664294355
0,1928-03-01,138.89774480348464,-12.236891317187144,75.5673180603359
0,1928-04-01,145.29073991138907,-6.145798298251833,75.71826910482045
0,1928-05-01,147.59257529217564,-2.2434071444411927,74.91799121830842
0,1928-06-01,140.3255301439997,6.805788211983895,66.75987096600791
0,1928-07-01,141.15335254397823,-0.8751507857727461,71.01425166487549
0,1928-08-01,150.6408565664056,-10.062809218636005,80.3518328925208
0,1928-09-01,155.2691221410148,-4.471750717661337,79.87043642933807
0,1928-10-01,157.3936757500352,-2.0933358874756323,79.74350581875541
0,1928-11-01,176.22909182442524,-20.812655744464763,98.520873784445
0,1928-12-01,176.93844211567324,132.5445869888507,22.196927563411265
0,1929-01-01,179.00719576458317,132.16996299277986,23.418616385901657
0,1929-02-01,178.84794917315904,134.28798263666633,22.279983268246355
0,1929-03-01,178.45136547098423,134.235578391411,22.107893539786616
0,1929-04-01,179.08365122622214,133.67251436653274,22.705568429844703
0,1929-05-01,176.181879580888,134.95091521197057,20.615482184458713
0,1929-06-01,180.18128312467297,-17.477584463093393,98.82943379388318
0,1929-07-01,188.99686861908737,139.64033637921258,24.67826611993739
0,1929-08-01,193.03423295630913,140.82812465327518,26.10305415151697
0,1929-09-01,190.17855883213318,145.23461091612918,22.471973958001996
0,1929-10-01,181.13583651143318,144.96300996009987,18.086413275666658
0,1929-11-01,176.52741840879327,22.48959310528015,77.01891265175655
0,1929-12-01,178.57612148533,-2.375062415754968,90.47559195054248
0,1930-01-01,188.7274829021809,-10.587611790812389,99.65754734649664
0,1930-02-01,193.71036026950574,-4.84275900673768,99.27655963812171
0,1930-03-01,207.80763173811906,-14.754341853406515,111.28098679576279
0,1930-04-01,203.22285508213363,4.186390814691862,99.51823213372089
0,1930-05-01,199.91884977529412,3.31865290626979,98.30009843451217
0,1930-06-01,167.93199774470386,27.322536033063272,70.3047308558203
0,1930-07-01,173.72510756722343,-7.1574744317696855,90.44129099949656
0,1930-08-01,174.2677553132204,-0.522803265939757,87.39527928958007
0,1930-09-01,151.9819590943775,19.377699784533036,66.30212965492223
0,1930-10-01,140.33930512697313,12.321790990148145,64.00875706841249
0,1930-11-01,136.44757269721362,4.148006209995245,66.14978324360919
0,1930-12-01,126.08851664126443,9.872730853010964,58.107892894126735
0,1931-01-01,133.34038167445146,-8.320439816485816,70.83041074546864
0,1931-02-01,148.75307905266547,-16.184335000930076,82.46870702679777
0,1931-03-01,138.14760332901923,8.88289089405589,64.63235621748167
0,1931-04-01,125.24698502800989,12.499649105795328,56.37366796110728
0,1931-05-01,110.31923775190869,14.606267078352658,47.856485336778015
0,1931-06-01,123.62334067553297,-17.183644353899183,70.40349251471608
0,1931-07-01,114.30191826658455,7.566786989247859,53.367565638668346
0,1931-08-01,114.73953230482162,-0.47043208244981827,57.60498219363572
0,1931-09-01,81.17886967880945,23.647404737437164,28.765732470686142
0,1931-10-01,85.8043994600958,-6.898673716591738,46.35153658834376
0,1931-11-01,77.38696041565257,7.026736005741228,35.18011220495567
0,1931-12-01,67.86722205299156,9.18243514376973,29.342393454610917
0,1932-01-01,66.94000241982586,1.057652038233229,32.941175190796315
0,1932-02-01,70.53717875066081,-3.8513299597860993,37.19425435522346
0,1932-03-01,62.19822692421972,6.9724212382050155,27.61290284300735
0,1932-04-01,52.27967222301148,9.38942913125284,21.44512154587932
0,1932-05-01,43.482883364891784,8.918339378139294,17.282271993376245
0,1932-06-01,43.24093155698451,0.3026865208988738,21.46912251804282
0,1932-07-01,57.771233677195895,-19.549785476363127,38.66050957677951
0,1932-08-01,86.42640337550483,-32.02962509096217,59.2280142332335
0,1932-09-01,82.94379613859068,2.438547606474529,40.25262426605808
0,1932-10-01,72.34125490691098,9.527343271240142,31.406955817835417
0,1932-11-01,68.64779690273355,4.036490457880696,32.30565322242643
0,1932-12-01,71.49069438630707,-3.1455905529975325,37.3181424696523
0,1933-01-01,72.42364794804837,-0.9052955993506231,36.664471773699496
0,1933-02-01,61.24831695142476,9.334243503397119,25.957036724013822
0,1933-03-01,62.95628996786486,-2.0712619399427723,32.51377595390382
0,1933-04-01,88.21949388404813,-34.273273373952705,61.24638362900043
0,1933-05-01,114.46969390743772,-24.530855404363905,69.50027465590081
0,1933-06-01,132.6926659222149,-17.396008502402395,75.04433721230865
0,1933-07-01,118.23912657512423,11.386427889184446,53.42634934296989
0,1933-08-01,131.11487676678001,-15.79934265039698,73.45710970858849
0,1933-09-01,115.46851239885066,12.297396570477588,51.58555791418654
0,1933-10-01,106.84340711559865,8.932108834864039,48.955649140367306
0,1933-11-01,116.60516355418785,-11.625534806352519,64.11534918027019
0,1933-12-01,118.95178533418577,-2.1768176716155665,60.56430150290067
0,1934-01-01,134.21398931291668,-16.910962653427475,75.56247598317208
0,1934-02-01,130.43586551375807,3.260896637843956,63.58748443795706
0,1934-03-01,130.5503229857464,-0.11749529068711695,65.33390913821675
0,1934-04-01,128.2113690385982,2.29498350579091,62.95819276640365
0,1934-05-01,119.0824310874697,8.633476253841565,55.22447741681407
0,1934-06-01,121.9982834950775,-3.2207546842700623,62.60951908967379
0,1934-07-01,108.27427691062101,11.866860749404054,48.20370808060848
0,1934-08-01,113.65381073241693,-6.34188263886891,59.99784668564292
0,1934-09-01,113.37782063766298,0.26076898746660504,56.55852582509819
0,1934-10-01,111.50007758026973,1.8509012878324569,54.82458814621864
0,1934-11-01,120.63385396542974,-10.048800035320326,65.34132700037503
0,1934-12-01,121.10431151983244,-0.43597552147144825,60.77014352065194
0,1935-01-01,116.91117161690747,4.033435420783292,56.43886809806209
0,1935-02-01,114.72134353470263,2.225594064573187,56.24787473506472
0,1935-03-01,110.58149995420186,4.069399198314599,53.25605037794363
0,1935-04-01,120.23149628268523,-10.8929735632113,65.56223492294828
0,1935-05-01,124.78151538633787,-4.329918583905936,64.5557169851219
0,1935-06-01,132.43782342077333,-7.853562928851886,70.1456931748126
0,1935-07-01,142.97370653563013,-10.73732536082585,76.85551594822799
0,1935-08-01,147.04704888088617,-3.896746795343489,75.47189783811483
0,1935-09-01,151.01687070717097,-3.971743699598562,77.49430720338476
0,1935-10-01,161.91257029996686,-11.382453692087637,86.64751199602725
0,1935-11-01,170.36936747077905,-8.314025132573931,89.34169630167649
